ID,numax,delta_nu,e_delta_nu,epsilon,e_epsilon,alpha,e_alpha,D,e_D,delta_Pi,e_delta_Pi,q,e_q,epsilon_g,e_epsilon_g,f_shift,e_f_shift,Omega_g,e_Omega_g,Omega_p,e_Omega_p,Teff,e_Teff,Lum,e_Lum,Fe/H,e_Fe/H,mass,e_mass,radius,e_radius,inclination,e_inclination,linewidth0,e_linewidth0,age,e_age,ruwe
KIC6033938,164.833069,13.324876,0.00693,0.25661,0.006542,0.005354,0.000447,0.289958,0.004628,83.070646,0.00974,0.142506,0.001362,0.248628,0.008521,0.75366,0.014304,4.433136,0.027657,0.101166,0.056403,4881.3,81.6,1.064,0.0215,0,0.007,1.14,0.05,4.87,0.08,50.744137,1.250696,0.057208,0.003707,7.443,0.24,0.873232
KIC6034084,144.353063,11.53993,0.009111,0.220944,0.010158,0.002841,0.000825,0.237917,0.004454,77.52084,0.019801,0.122277,0.002782,0.274961,0.022205,0.625683,0.019861,3.659742,0.04469,0.089489,0.084659,4839.3,82.85,1.199,0.09,-0.066,-0.019,1.67,0.1,6.16,0.14,82.528138,1.600632,0.052499,0.004668,4.47,0.591,0.951015
KIC6037948,196.294499,15.016985,0.009269,0.350903,0.008461,0.000607,0.000795,0.319774,0.00572,83.945289,0.020069,0.149762,0.001391,0.228816,0.014378,0.636789,0.020278,4.523487,0.04767,0.29625,0.06889,4936.5,80.65,1.076,0.0185,-0.113,0.019,1.54,0.1,5.04,0.11,48.834467,2.036972,0.054457,0.004244,7.517,1.571,1.077965
KIC6045721,96.671843,8.826946,0.009147,0.061967,0.011352,0.013782,0.000927,0.202123,0.005378,73.864675,0.017636,0.14532,0.002792,0.214432,0.033306,0.562807,0.017795,5.074646,0.036637,0.149636,0.07255,4876.4,93.25,1.373,0.319,-0.439,-0.0145,1.29,0.08,6.69,0.15,33.262744,2.226126,0.061281,0.007742,9999,9999,1.012722
KIC6058104,176.808413,14.135613,0.007962,0.249715,0.007621,0.003625,0.000557,0.312117,0.005378,83.428031,0.022431,0.162774,0.002589,0.255105,0.017915,0.667428,0.021477,9999,9999,9999,9999,4975.1,90.15,1.101,0.021,-0.275,0.019,1.17,0.06,4.71,0.09,9999,9999,9999,9999,8.212,1.3315,0.940508
KIC6058941,101.372343,9.260533,0.013741,0.143315,0.01688,0.00343,0.001339,0.210441,0.00549,75.252835,0.020859,0.143855,0.00449,0.274162,0.036828,0.616673,0.024618,4.228846,0.043647,0.067704,0.110463,4881.2,95.7,1.296,0.2335,-0.325,0.0005,1.11,0.06,6.12,0.11,9999,9999,9999,9999,9999,9999,0.945383
KIC6060703,131.843824,11.243865,0.006631,0.248439,0.007074,0.005127,0.000592,0.269833,0.005037,79.475932,0.013377,0.13766,0.001961,0.19861,0.016841,0.650822,0.016829,4.384411,0.031496,0.149908,0.070613,4926.3,83.35,1.164,0.0765,-0.166,0.0205,1.19,0.07,5.53,0.12,65.242991,1.414903,0.054524,0.004585,8.352,0.931,0.908364
KIC6061867,113.453262,9.999436,0.014377,0.216234,0.017097,0.001306,0.001196,0.21588,0.005701,76.511677,0.024326,0.129595,0.003188,0.23515,0.036413,0.658001,0.020439,5.535565,0.05429,-0.029198,0.113963,4971.6,85.65,1.214,0.107,-0.275,0.0165,1.14,0.05,5.87,0.1,29.923125,1.996578,0.080634,0.013711,10.999,1.373,1.946977
KIC6100454,116.301294,10.199295,0.011487,0.212526,0.013355,0.002732,0.001411,0.228679,0.005154,78.67889,0.040949,0.125381,0.006308,0.210852,0.057387,0.624459,0.027191,9999,9999,9999,9999,4701.7,100.05,1.53,0.5955,-0.113,0.0185,1.23,0.08,6.02,0.14,9999,9999,9999,9999,6.371,0.75,2.020347
KIC6101471,106.874613,9.26444,0.009396,0.124885,0.011334,0.006726,0.00079,0.1965,0.004358,73.402278,0.019828,0.12789,0.003574,0.35606,0.034353,0.538664,0.018065,6.525637,0.048803,0.25269,0.107537,4886.5,85.55,1.309,0.1715,-0.229,-0.02,1.4,0.07,6.66,0.13,32.40891,4.561464,0.100131,0.01322,5.172,0.78,0.872005
KIC6103082,218.74,16.369021,0.011004,0.374973,0.009645,0.006133,0.001025,0.314314,0.005867,84.295827,0.046598,0.154365,0.002072,0.921568,0.030137,0.652559,0.023398,3.839824,0.081206,0.20576,0.068359,4906.6,82.25,1.015,0.0185,-0.016,-0.0195,1.31,0.07,4.48,0.09,83.823312,2.068925,0.087021,0.006206,4.967,0.821,1.01003
KIC6104433,192.737086,15.342577,0.010257,0.34568,0.008878,0.004027,0.000877,0.339426,0.00661,87.158535,0.030711,0.159526,0.002501,0.227149,0.020519,0.750677,0.026247,9999,9999,9999,9999,4919.8,84.9,0.958,0.0215,-0.054,-0.0115,1.23,0.07,4.59,0.1,9999,9999,9999,9999,9999,9999,1.049879
KIC6104786,169.907672,13.900258,0.008898,0.241721,0.008548,0.006562,0.000661,0.319816,0.004982,83.819236,0.02705,0.16557,0.002212,0.281181,0.023335,0.686353,0.01861,2.990666,0.05922,0.167084,0.115219,5018.4,89.6,1.082,0.029,-0.439,-0.014,1.09,0.05,4.64,0.09,41.496216,2.597896,0.077412,0.009562,9999,9999,1.031094
KIC6116517,118.431277,10.136852,0.007968,0.175505,0.009324,0.006039,0.000645,0.216738,0.00458,78.687191,0.017153,0.123481,0.002586,0.263665,0.022546,0.608437,0.017778,6.9308,0.031765,0.05184,0.068543,4576.8,81.1,1.049,0.0185,0.407,-0.024,1.23,0.06,6.02,0.11,83.695842,1.521238,0.057183,0.010474,9999,9999,1.108569
KIC6117196,117.940147,10.267956,0.006679,0.206671,0.007844,0.00769,0.000599,0.241677,0.004148,78.580134,0.019277,0.132604,0.003069,0.229276,0.025551,0.633194,0.018197,5.405404,0.035539,0.053225,0.069463,4774.7,85.55,1.146,0.015,0.06,0.006,1.11,0.05,5.72,0.1,56.794438,1.831153,0.063692,0.005961,6.8,0.6405,0.894692
KIC6117517,121.030175,10.179066,0.007129,0.154141,0.008729,0.007596,0.000642,0.22408,0.004726,76.74947,0.015636,0.118877,0.003106,0.240921,0.021018,0.623576,0.023172,9999,9999,9999,9999,4642.8,79.75,1.166,0.016,0.257,-0.0035,1.28,0.06,6.06,0.11,9999,9999,9999,9999,4.623,0.6505,0.950466
KIC6117719,91.039631,8.730654,0.011105,0.11262,0.014148,0.009377,0.001744,0.213707,0.004768,74.490717,0.029045,0.140378,0.005315,0.270194,0.057514,0.592849,0.023914,6.602292,0.052484,-0.096716,0.116279,4913.1,96.3,1.337,0.326,-0.476,0.0195,1.16,0.07,6.53,0.15,29.577723,4.319347,0.068417,0.017373,9999,9999,0.976387
KIC6118670,134.740066,11.205952,0.005401,0.190439,0.005806,0.007228,0.00047,0.249455,0.004594,78.253299,0.011391,0.135436,0.001709,0.246011,0.013132,0.648118,0.018023,4.120128,0.028408,-0.049111,0.060522,4863.7,79.95,1.197,0.0225,-0.056,0.014,1.25,0.06,5.64,0.1,55.158126,1.714013,0.075267,0.005793,6.998,2.0205,0.985024
KIC6118941,118.007148,10.593855,0.010336,0.159609,0.011201,0.008939,0.001018,0.239374,0.005383,78.11297,0.018128,0.137095,0.002535,0.287936,0.025109,0.670286,0.022307,5.216029,0.035995,0.02565,0.084462,4952,86.2,1.244,0.156,-0.272,-0.0195,1.32,0.08,6.06,0.14,38.861644,1.549185,0.055654,0.004371,14.751,1.151,0.979923
KIC6119179,173.607391,13.54131,0.010559,0.276511,0.010871,0.00366,0.000994,0.277513,0.005793,82.323191,0.019225,0.132272,0.002518,0.273585,0.016167,0.697324,0.023542,9999,9999,9999,9999,4729.7,86,1.104,0.0615,0.08,-0.0155,1.46,0.09,5.27,0.12,9999,9999,9999,9999,3.756,0.61,1.072508
KIC6119774,113.950834,9.712389,0.00792,0.132577,0.010298,0.01027,0.001119,0.208183,0.004933,74.840016,0.020173,0.124945,0.002695,0.03985,0.031845,0.583763,0.019676,3.897629,0.031165,-0.021466,0.080824,4846.5,81.1,1.308,0.212,-0.065,-0.0195,1.35,0.07,6.38,0.11,70.045201,1.522939,0.071925,0.006954,5.349,1.141,0.961672
KIC6124015,133.047965,11.175919,0.01276,0.241455,0.013726,0.003315,0.001208,0.252635,0.005495,77.872079,0.028708,0.13955,0.003795,0.188504,0.034326,0.582754,0.028361,9999,9999,9999,9999,4890.1,85.05,1.241,0.2815,-0.219,0.0175,1.47,0.09,6.03,0.14,9999,9999,9999,9999,7.343,1.36,0.928687
KIC6126808,164.860155,13.096282,0.012051,0.272132,0.011604,0.007572,0.000651,0.283079,0.004392,82.037449,0.011662,0.139993,0.001617,0.231633,0.01033,0.691047,0.018755,3.62155,0.032328,0.20724,0.090078,4722,80.95,1.069,0.0095,0.199,-0.022,1.27,0.06,5.13,0.09,52.466481,2.299912,0.047754,0.005875,5.764,0.791,0.896831
KIC6128327,95.360401,8.663522,0.010867,0.10051,0.013896,0.011238,0.001832,0.185568,0.005734,73.887995,0.021949,0.129515,0.004032,0.201646,0.042254,0.569658,0.020827,6.552063,0.037232,0.030266,0.099829,4795.8,88.6,1.344,0.26,-0.127,-0.0155,1.41,0.09,7.04,0.16,44.179912,4.250147,0.068445,0.011418,9.147,1.963,0.949294
KIC6139086,129.481626,11.054982,0.007816,0.190391,0.00851,0.006266,0.000647,0.250248,0.004904,78.888781,0.020635,0.137102,0.002212,0.255689,0.025321,0.680815,0.019309,4.700558,0.031203,0.078652,0.072261,4827.4,91,1.24,0.1755,-0.07,-0.0185,1.33,0.08,5.86,0.13,67.539924,1.276845,0.052533,0.00452,8.996,1.1315,0.984351
KIC6139471,243.72,16.780054,0.016306,0.43586,0.014047,-0.003156,0.000899,0.300972,0.007047,98.166859,0.106005,0.157698,0.002205,0.226745,0.046813,0.790065,0.029232,9999,9999,9999,9999,4944.9,83.8,1.141,0.028,-0.068,0.002,1.67,0.09,4.75,0.09,9999,9999,9999,9999,2.346,0.41,1.026278
KIC6142942,97.712616,8.787584,0.01549,0.15567,0.020662,0.004051,0.001645,0.194362,0.005298,73.423205,0.027483,0.127517,0.004738,0.23307,0.051862,0.566575,0.019739,3.210789,0.098615,0.257181,0.163774,4865.9,93,1.135,0.322,-0.063,-0.009,1.08,0.06,6.23,0.13,35.075325,2.234492,0.043468,0.006199,7.63,1.331,2.273104
KIC6143256,118.873195,10.052735,0.009942,0.169503,0.012103,0.006362,0.000785,0.227365,0.00524,75.292116,0.018913,0.133783,0.002589,0.190964,0.027494,0.612433,0.018588,3.727368,0.035276,0.088482,0.072247,4987.4,86.05,1.321,0.2815,-0.319,0.0185,1.32,0.06,6.15,0.11,86.651766,1.138828,0.066241,0.005784,7.277,0.6205,0.988327
KIC6144777,131.142901,11.037443,0.005731,0.19565,0.006244,0.0063,0.000444,0.240229,0.004578,79.038483,0.010924,0.132789,0.001747,0.233633,0.013086,0.639808,0.017061,3.117144,0.02827,-0.088511,0.065571,4692.9,83.8,1.149,0.01,0.147,0.0205,1.19,0.06,5.6,0.1,58.833185,1.639808,0.064027,0.005248,7.946,1.4215,0.934518
KIC6148210,227.74,17.354207,0.009467,0.37688,0.007348,0.002564,0.000805,0.368988,0.005607,89.855288,0.02632,0.165395,0.001149,0.303921,0.013849,0.680071,0.019157,3.344137,0.050571,0.110949,0.061518,4827.3,94.3,0.938,0.015,0.053,0.005,1.12,0.07,4.06,0.09,67.792663,2.573886,0.047754,0.003904,6.366,0.51,0.956493
KIC6183076,74.285413,7.857887,0.023651,0.005866,0.027246,0.014623,0.002995,0.211393,0.007315,68.623242,0.039813,0.191193,0.013615,0.113636,0.11091,0.633589,0.047593,9999,9999,9999,9999,5376.9,95.25,1.499,0.6485,-1.598,0.001,1.15,0.08,7.06,0.18,9999,9999,9999,9999,9999,9999,1.054636
KIC6185317,113.217972,9.888971,0.008843,0.193497,0.010365,0.003241,0.000998,0.216967,0.004963,76.907184,0.019548,0.143352,0.003956,0.453971,0.027305,0.593863,0.025847,5.264078,0.034967,0.109435,0.08703,4804.1,86.9,1.22,0.154,-0.022,-0.0155,1.24,0.06,6.13,0.12,79.772077,3.521904,0.109362,0.009567,6.942,0.951,1.052049
KIC6185456,122.352468,10.746538,0.009787,0.175142,0.010475,0.011418,0.000801,0.262667,0.00515,79.394929,0.034058,0.141345,0.00325,0.246018,0.044468,0.656721,0.020101,4.448296,0.051302,0.306416,0.103881,4747.8,87.95,1.114,0.0235,-0.015,0.013,1.22,0.07,5.8,0.12,55.823213,2.225207,0.132793,0.02162,8.128,1.5225,0.958389
KIC6187304,116.948182,9.930849,0.012422,0.187324,0.014495,0.005938,0.00115,0.219183,0.005164,75.06791,0.022353,0.126034,0.004093,0.625856,0.033132,0.609732,0.020553,3.908238,0.045104,-0.000321,0.093982,4775.7,84.95,1.209,0.141,0.035,-0.0145,1.51,0.09,6.57,0.14,86.399564,2.14038,0.096625,0.012448,9999,9999,1.031201
KIC6188073,108.783327,9.312812,0.00762,0.067041,0.010224,0.012101,0.00078,0.207316,0.005102,75.855816,0.018079,0.120884,0.003641,0.265315,0.026864,0.611611,0.018625,4.631825,0.04059,-0.31659,0.086302,4616.9,79.85,1.172,0.0065,0.365,-0.0015,1.36,0.08,6.59,0.14,76.264147,2.253587,0.120145,0.00948,5.541,0.2305,0.992225
KIC6191190,123.7596,10.534152,0.006228,0.127177,0.006762,0.011383,0.000633,0.237799,0.004489,76.455766,0.014373,0.140278,0.002322,0.23976,0.018909,0.626705,0.018479,4.040184,0.031124,0.036353,0.073777,4960.5,80.6,1.284,0.2215,-0.281,-0.018,1.27,0.06,5.91,0.1,56.489731,1.944262,0.068506,0.005994,8.387,1.3305,0.944827
KIC6196950,214.44,16.820527,0.009314,0.367245,0.00733,0.002112,0.000612,0.361135,0.005401,89.101203,0.020838,0.179329,0.00111,0.255846,0.011699,0.608144,0.016232,3.507107,0.056488,0.131179,0.086005,4989.7,85.05,0.923,0.0175,-0.186,-0.015,1.07,0.05,4.09,0.07,40.152245,1.934746,0.05186,0.004382,14.011,1.6,1.009644
KIC6197161,123.07523,11.003656,0.011301,0.181223,0.012245,0.004003,0.000921,0.243666,0.00537,79.319788,0.023843,0.152046,0.004244,0.245001,0.029327,0.670013,0.02491,9999,9999,9999,9999,5011.5,91.3,1.165,0.034,-0.493,-0.009,1.17,0.07,5.61,0.12,9999,9999,9999,9999,9999,9999,0.95271
KIC6199043,118.104194,9.821173,0.010574,0.149849,0.01321,0.007196,0.00077,0.208534,0.005131,75.176688,0.016194,0.116273,0.002627,0.213386,0.024126,0.605299,0.02038,3.587096,0.030568,0.218212,0.071135,4808,81.9,1.243,0.145,-0.002,0.0155,1.77,0.11,7.01,0.16,83.89792,1.256354,0.06707,0.006208,4.206,0.41,0.97434
KIC6204765,173.972722,13.731101,0.008469,0.257069,0.0082,0.004039,0.000729,0.300715,0.005416,81.929161,0.020407,0.15101,0.002098,0.326914,0.01697,0.618662,0.017673,3.340666,0.035742,-0.02041,0.079746,4974.6,89.4,1.094,0.02,-0.413,0.0045,1.03,0.05,4.54,0.08,74.555266,1.887674,0.061543,0.004275,6.341,0.682,1.65939
KIC6207093,153.952065,12.533199,0.008873,0.213123,0.008822,0.005558,0.000904,0.266864,0.004422,79.896448,0.025767,0.145374,0.002195,0.31049,0.024434,0.62667,0.019112,3.157104,0.083034,0.150196,0.138221,4935,86.85,1.176,0.06,-0.234,-0.0155,1.32,0.08,5.32,0.12,30.576508,2.262838,0.054064,0.006743,8.019,1.251,0.955707
KIC6207510,98.279871,8.56228,0.00965,0.077582,0.013634,0.008002,0.001114,0.19101,0.005308,73.348035,0.033725,0.108964,0.005072,0.28554,0.061309,0.496998,0.02596,9999,9999,9999,9999,4681.8,63.6,0.247,0.09,0.424,-0.0185,1.34,0.07,6.89,0.14,9999,9999,9999,9999,5.542,0.67,16.133587
KIC6208018,241.58,18.149041,0.008424,0.37415,0.006395,0.003047,0.000411,0.412589,0.004503,90.980956,0.009726,0.175477,0.001028,0.255646,0.004992,0.68131,0.016814,3.623212,0.033574,0.182847,0.057769,4865.4,79.15,0.881,0.005,-0.027,-0.0145,1.11,0.06,3.9,0.07,84.847995,1.133146,0.051777,0.003433,10.017,1.3605,0.930286
KIC6208159,192.07,14.989508,0.013578,0.284408,0.012023,0.003699,0.000881,0.341865,0.005868,85.485136,0.027565,0.17838,0.002521,0.251252,0.021632,0.640242,0.024802,9999,9999,9999,9999,5018.8,90.55,1.091,0.026,-0.434,0.0025,1.37,0.09,4.83,0.11,9999,9999,9999,9999,9999,9999,1.034545
KIC6209522,110.468054,9.680021,0.00831,0.166231,0.010237,0.004966,0.000896,0.212447,0.004785,76.028343,0.016156,0.129753,0.002631,0.203123,0.024271,0.616271,0.022788,4.553663,0.034766,0.219006,0.080995,4775.8,88.05,1.235,0.1625,-0.017,-0.0245,1.34,0.08,6.38,0.14,81.588697,2.093922,0.060339,0.007393,9999,9999,1.010064
KIC6212838,82.890587,8.051929,0.009552,0.041807,0.012595,0.011723,0.00124,0.199374,0.005682,73.258995,0.017219,0.126526,0.004151,0.15636,0.037975,0.482787,0.021183,4.217522,0.042743,-0.14196,0.123298,4855.2,90.1,1.312,0.186,-0.276,-0.0215,0.98,0.05,6.44,0.12,25.081946,2.352983,0.054569,0.006752,9999,9999,0.889776
KIC6222408,205.83,16.373911,0.023709,0.378011,0.018497,0.001709,0.001559,0.37039,0.006198,88.189436,0.031988,0.185208,0.002063,0.276327,0.021023,0.606991,0.020154,3.920674,0.03059,0.141002,0.020798,5028.8,93.15,0.98,0.0185,-0.383,0.0215,1.05,0.05,4.11,0.07,49.52046,2.002443,0.056981,0.005756,9999,9999,0.980758
KIC6222530,236.24,17.113506,0.007972,0.3895,0.00659,0.002041,0.000528,0.352167,0.005171,86.128573,0.02475,0.154368,0.001199,0.723325,0.013832,0.666825,0.016958,4.725988,0.04559,0.070944,0.060563,4885.4,79.15,0.981,0.0125,0.088,-0.0185,1.37,0.06,4.39,0.08,85.423911,1.486463,0.061627,0.005238,5.159,0.921,0.87845
KIC6223779,210.93,15.892349,0.014573,0.351099,0.012606,0.00362,0.000801,0.326841,0.006886,86.098997,0.030955,0.148825,0.002628,0.156092,0.018894,0.80139,0.026259,9999,9999,9999,9999,4778.3,91.95,1.003,0.0205,0.029,-0.0165,1.27,0.08,4.51,0.1,9999,9999,9999,9999,9999,9999,1.010692
KIC6225344,103.183583,9.329402,0.008377,0.142918,0.009837,0.009084,0.000973,0.222322,0.004685,76.472193,0.030001,0.130768,0.006305,0.30459,0.051601,0.628541,0.025201,9999,9999,9999,9999,4717.3,94.8,1.252,0.1605,0.086,-0.0195,1.14,0.06,6.17,0.11,9999,9999,9999,9999,9.49,1.21,0.954869
KIC6228590,142.053584,11.923846,0.006337,0.209858,0.006076,0.007163,0.000513,0.263494,0.004224,80.701832,0.011918,0.139842,0.001753,0.235817,0.012657,0.691015,0.01828,3.759182,0.027207,0.186411,0.067827,4895,83.95,1.131,0.015,-0.069,0.02,1.15,0.05,5.25,0.09,72.465936,1.312908,0.053732,0.004249,7.56,1.3405,0.940695
KIC6231096,109.707256,9.410698,0.008048,0.17317,0.010617,0.004097,0.00102,0.212223,0.004771,74.1634,0.018596,0.123678,0.003315,0.228182,0.029745,0.59097,0.01935,3.953367,0.035688,0.042517,0.087421,4843.2,92.9,1.353,0.258,-0.117,0.0195,1.37,0.07,6.53,0.12,38.945054,1.694803,0.0754,0.009227,6.021,0.6315,0.865848
KIC6262579,101.790697,8.744489,0.012366,0.181231,0.016313,0.004611,0.001064,0.200779,0.004914,75.002286,0.026344,0.126835,0.004169,0.056582,0.04561,0.569864,0.022078,3.899816,0.034991,-0.178317,0.086269,4633.8,80.3,1.262,0.124,0.302,-0.013,1.42,0.09,6.94,0.15,86.659422,1.853548,0.113969,0.015415,6.035,1.2215,1.009186
KIC6263718,129.564346,11.256191,0.008069,0.163029,0.008643,0.00871,0.000876,0.25334,0.005083,79.349456,0.02186,0.146662,0.002179,0.28089,0.025922,0.709933,0.020445,3.512564,0.044928,0.291721,0.088716,4846.6,88.6,1.159,0.0715,-0.155,0.0035,1.24,0.07,5.66,0.12,43.786896,2.123234,0.084399,0.009138,12.848,2.742,1.025274
KIC6263808,85.721367,8.21965,0.021431,0.12493,0.026098,0.006255,0.001945,0.196296,0.006072,73.92798,0.044986,0.128445,0.008363,0.288938,0.097018,0.510207,0.031632,9999,9999,9999,9999,4858.4,82.35,1.297,0.2995,-0.116,-0.003,1.16,0.07,6.76,0.15,9999,9999,9999,9999,9999,9999,1.017725
KIC6265768,190.958768,15.170981,0.014406,0.283133,0.011985,0.003054,0.000795,0.341053,0.005481,85.940296,0.020555,0.172209,0.001742,0.305679,0.015657,0.635973,0.019842,4.12695,0.040367,0.023056,0.075191,5002.9,88.05,1.092,0.0165,-0.386,-0.0225,1.28,0.08,4.68,0.1,86.791275,1.701017,0.078085,0.009,9999,9999,0.861611
KIC6266003,186.210379,14.928925,0.01402,0.341022,0.0118,0.001142,0.001214,0.332036,0.005691,86.009863,0.030323,0.155152,0.001942,0.265215,0.021761,0.761416,0.022058,4.132705,0.048804,0.074251,0.073207,4899.2,86.55,1.002,0.0145,-0.072,-0.0165,1.27,0.08,4.74,0.1,75.730966,2.160768,0.06181,0.006816,10.565,2.0025,1.007585
KIC6266244,192.909406,15.124472,0.017385,0.332365,0.014788,0.007395,0.00206,0.31864,0.006439,86.290085,0.148172,0.149295,0.002505,0.192799,0.104638,0.718167,0.02342,3.054055,0.081502,0.228179,0.110335,4800.5,82.75,1.062,0.0445,0.135,-0.0185,1.29,0.08,4.71,0.1,54.972181,2.693453,0.057438,0.007241,8.288,1.581,0.9834
KIC6268211,106.012864,9.372758,0.014669,0.203379,0.017558,-0.000012,0.001502,0.193545,0.005735,75.680017,0.028351,0.132225,0.004217,0.238162,0.046135,0.569907,0.022629,4.87871,0.054171,0.037928,0.119705,4866,86.45,1.249,0.2205,-0.168,-0.004,1.42,0.09,6.67,0.15,49.279162,9.331391,0.082689,0.026458,9.696,1.5315,0.954144
KIC6271110,214.69,16.294108,0.018021,0.382971,0.014793,0.002464,0.001159,0.3392,0.005727,87.379197,0.021778,0.157225,0.001316,0.204079,0.013403,0.660918,0.02138,4.330025,0.050556,0.097299,0.074136,4939.7,107.45,0.234,0.0955,0.079,-0.0025,1.27,0.08,4.42,0.1,74.865117,1.841765,0.036452,0.004409,9999,9999,15.174493
KIC6271966,157.950563,12.89713,0.011068,0.23177,0.011421,0.011622,0.000851,0.274594,0.005214,81.964313,0.023857,0.149961,0.002135,0.261285,0.022683,0.679586,0.021988,2.925172,0.037297,0.131104,0.090343,4920.9,81.55,1.324,0.429,-0.164,0.0195,1.17,0.05,5.03,0.09,58.159681,1.677684,0.049851,0.004,9999,9999,4.518141
KIC6273090,233.13,16.047192,0.005935,0.348126,0.005777,0.001329,0.000355,0.307546,0.0045,73.539914,0.012529,0.107378,0.001161,0.276156,0.010059,0.728405,0.015519,4.750771,0.044558,0.186818,0.052793,4927.4,89.1,1.105,0.038,0.042,0.022,1.7,0.09,4.92,0.09,81.602975,2.009734,0.07672,0.005252,1.356,0.453,0.910945
KIC6276645,99.263446,8.813527,0.008478,0.111416,0.010467,0.004203,0.000898,0.193702,0.004854,73.887893,0.012329,0.12948,0.003621,0.172307,0.022427,0.585984,0.020917,5.563987,0.036161,-0.110959,0.100086,4857.7,83.8,1.316,0.256,-0.121,-0.0135,1.3,0.06,6.7,0.12,31.994321,2.292653,0.062079,0.010897,9.375,1.44,1.002187
KIC6276871,117.429786,10.1024,0.016387,0.257164,0.018507,-0.001582,0.001729,0.211862,0.006703,76.500647,0.025057,0.124247,0.003197,0.269962,0.036884,0.637711,0.022316,4.334938,0.03766,0.075583,0.092913,4903.5,81.8,1.364,0.3585,-0.122,-0.019,1.54,0.09,6.54,0.14,46.80651,1.790292,0.065138,0.007766,6.656,1.161,1.064315
KIC6278261,128.710626,10.978767,0.010826,0.246987,0.012149,0.002649,0.000803,0.241807,0.005129,79.536272,0.016738,0.13215,0.002155,0.247852,0.019891,0.670196,0.017262,4.414554,0.039074,0.021758,0.091483,4807.8,86.8,1.163,0.1125,-0.02,-0.015,1.4,0.09,5.99,0.13,47.799296,1.443287,0.059033,0.005123,9999,9999,1.017805
KIC6278805,198.12538,14.922824,0.010031,0.370594,0.009323,-0.002811,0.000625,0.304711,0.005886,84.546469,0.01656,0.13882,0.001157,0.270144,0.011764,0.693648,0.018343,4.466161,0.037915,-0.051313,0.058563,4790.6,85.5,1.043,0.0225,0.012,-0.007,1.51,0.1,5.03,0.12,44.196493,2.188079,0.052769,0.005276,9999,9999,0.958312
KIC6280182,146.464407,12.079358,0.009959,0.274733,0.011254,0.003265,0.001021,0.261185,0.005641,80.321772,0.021507,0.135296,0.001986,0.239363,0.022751,0.715904,0.017583,4.566444,0.039393,0.22477,0.073716,4866.8,86.6,1.113,0.0695,-0.07,0.0135,1.35,0.08,5.54,0.12,71.9362,1.667453,0.0639,0.0054,6.887,1.732,0.972514
KIC6280636,128.576727,10.995585,0.006348,0.161715,0.006777,0.009347,0.000644,0.245331,0.004646,79.151765,0.015452,0.130122,0.002004,0.247154,0.01879,0.638253,0.018977,5.964277,0.024256,-0.002531,0.065314,4766.3,85.3,1.156,0.054,0.057,0.007,1.38,0.09,5.99,0.14,80.974742,1.425048,0.067327,0.006555,8.946,1.071,1.106501
KIC6283995,197.58,14.820578,0.007379,0.320629,0.006892,0.004424,0.000469,0.308131,0.004705,82.565289,0.012174,0.135993,0.00098,0.255421,0.008775,0.59975,0.018909,3.637378,0.034259,0.199363,0.057593,4774.4,76.8,1.043,0.003,0.15,0.018,1.36,0.07,4.8,0.09,60.215662,1.730513,0.05755,0.003826,4.213,1.141,1.021487
KIC6284066,117.439793,10.527254,0.013091,0.228664,0.014321,0.002308,0.001216,0.237996,0.00543,78.467549,0.018237,0.138828,0.002969,0.25142,0.025004,0.733093,0.020123,4.09636,0.028751,-0.141025,0.083139,4821.2,90.3,1.233,0.2165,-0.208,0.0035,1.02,0.05,5.45,0.1,79.837778,1.320608,0.052336,0.008854,16.3,2.323,1.015635
KIC6287875,118.280846,10.527099,0.015284,-0.781622,0.016786,0.001705,0.001309,0.239042,0.005255,78.150102,0.028964,0.139281,0.004862,0.289451,0.041633,0.719005,0.02733,0.239692,0.085638,-0.041031,0.637128,4940.9,93.4,1.176,0.1285,-0.377,0.002,1.12,0.07,5.63,0.14,37.808317,4.792036,9999,9999,9999,9999,0.977127
KIC6288174,183.866927,14.414037,0.008603,0.305793,0.007878,0.004667,0.000735,0.319165,0.005382,84.819854,0.028258,0.15108,0.001647,0.288253,0.020849,0.723719,0.018565,4.898621,0.088791,0.032954,0.098307,4844.6,86.35,1.046,0.018,-0.019,0.02,1.3,0.06,4.86,0.09,32.087239,1.886243,0.050636,0.005411,6.226,1.0815,0.963068
